id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31
0.0,0.019064225256443024,0.06594761461019516,-0.017421754077076912,-0.0997903123497963,0.17091229557991028,0.13658297061920166,0.21180188655853271,0.07953941822052002,-0.01734309270977974,-0.2181784212589264,0.28344643115997314,-0.07972829043865204,-0.29481813311576843,0.09212817251682281,-0.14455680549144745,-0.21550360321998596,0.14536237716674805,-0.06017457693815231,-0.012481181882321835,0.024650318548083305,0.12062729150056839,-0.016117660328745842,0.18207480013370514,-0.17056486010551453,-0.08852273970842361,-0.21971306204795837,0.11812848597764969,0.2794581651687622,-0.2516436278820038,-0.1582605391740799,0.018539953976869583,0.04606882855296135
1.0,-0.09607763588428497,0.043415367603302,-0.04589807614684105,-0.07732861489057541,-0.25631219148635864,-0.19423867762088776,0.07321608811616898,0.13020488619804382,0.13401994109153748,0.16865411400794983,-0.04949413985013962,-0.14671488106250763,-0.31399551033973694,0.15469564497470856,-0.04733404889702797,0.03325561806559563,0.020807912573218346,0.07404642552137375,-0.14966273307800293,-0.021096082404255867,0.11213894933462143,-0.12067777663469315,0.09862663596868515,0.00904143787920475,0.1891309916973114,-0.3466511368751526,0.021233312785625458,0.11098112165927887,-0.2362634837627411,-0.0239853598177433,-0.23821379244327545,-0.1944039762020111
2.0,0.003697250271216035,0.048965949565172195,0.24993343651294708,0.03320462256669998,0.016715696081519127,0.005975253414362669,-0.2576301097869873,-0.03443972393870354,0.019708506762981415,-0.06977555900812149,-0.20988504588603973,-0.11461146920919418,0.12011252343654633,0.26410964131355286,0.15107616782188416,-0.0895516499876976,0.10093691945075989,0.15920835733413696,0.07736220210790634,0.03035220503807068,-0.014333460479974747,0.13662418723106384,-0.21301203966140747,0.10585910081863403,-0.19416366517543793,-0.148677796125412,-0.15316417813301086,-0.2928769588470459,-0.06358437240123749,-0.04200984165072441,0.05450344458222389,0.08456923067569733
3.0,-0.04710768908262253,0.1533965915441513,0.027571169659495354,-0.08677835017442703,0.13283343613147736,0.26372548937797546,-0.28559213876724243,-0.030057525262236595,-0.10299640148878098,-0.022151893004775047,0.0096356812864542,0.01635686680674553,-0.062309082597494125,0.30637291073799133,-0.1372831165790558,0.07877745479345322,0.08972520381212234,-0.1312370002269745,-0.2569749355316162,-0.20274977385997772,-0.08792296797037125,-0.12859104573726654,-0.03519053012132645,0.09235192090272903,0.006961712148040533,-0.11781059950590134,0.28662243485450745,-0.0488382913172245,-0.2899089455604553,0.06796921789646149,0.06230223551392555,-0.2369583249092102
4.0,-0.09289290755987167,-0.1584872156381607,-0.16761665046215057,-0.21019671857357025,-0.2912288010120392,0.12799552083015442,-0.07553698122501373,0.19695845246315002,-0.02971399575471878,-0.030286572873592377,0.11548428237438202,0.067952461540699,0.1464107632637024,0.216144397854805,0.00769314169883728,-0.19201575219631195,0.26020348072052,-0.03368622809648514,-0.26170286536216736,-0.06365520507097244,0.0635438784956932,0.08702094852924347,0.07285304367542267,-0.09364070743322372,0.060475122183561325,-0.019597521051764488,-0.15400105714797974,0.22336477041244507,-0.027390092611312866,-0.3188665509223938,0.14498035609722137,0.06739414483308792
5.0,-0.18262816965579987,-0.28015390038490295,0.027844278141856194,0.14892727136611938,0.07578308135271072,0.10252131521701813,-0.06846188753843307,-0.09907186776399612,0.07808972150087357,0.1450030654668808,-0.18959268927574158,0.03407498076558113,0.011059262789785862,0.051225900650024414,0.008183754980564117,-0.20194999873638153,0.11815474927425385,0.0999535545706749,-0.1253797560930252,-0.12443573027849197,0.08979728072881699,0.053725652396678925,0.017008014023303986,0.15237659215927124,0.23640210926532745,-0.03253637254238129,-0.16976167261600494,0.10331274569034576,0.20835915207862854,0.2922092080116272,0.11229322850704193,-0.0928453654050827
6.0,-0.15962213277816772,0.05248909071087837,-0.05853281915187836,0.07445415109395981,-0.12048399448394775,0.21599332988262177,0.16968700289726257,0.18428151309490204,0.3473038375377655,0.19548644125461578,0.08809614926576614,-0.07550597935914993,-0.012000727467238903,-0.06372737884521484,-0.14055436849594116,0.18694689869880676,0.2031691074371338,0.23401343822479248,-0.11504613608121872,0.021779865026474,0.07982637733221054,0.06695839017629623,-0.08969369530677795,-0.0336371548473835,0.15970225632190704,-0.13749869167804718,-0.14616745710372925,-0.21233521401882172,-0.09049975872039795,-0.06787686794996262,-0.054890964180231094,-0.05166587606072426
7.0,0.04092226177453995,0.10378558933734894,-0.07682235538959503,-0.08482983708381653,0.15830311179161072,-0.1698441505432129,0.08234824985265732,-0.08848246932029724,-0.2980121970176697,0.2296445369720459,-0.24678382277488708,0.1492123007774353,-0.06750752031803131,0.16131244599819183,0.14117170870304108,0.12201236188411713,0.09361589699983597,-0.06179952248930931,0.06738710403442383,-0.02890162169933319,-0.13384684920310974,0.3334660828113556,-0.09842493385076523,-0.2307143360376358,-0.04460041970014572,-0.0030297914054244757,0.19488072395324707,-0.2037459760904312,-0.1529940813779831,0.049556322395801544,-0.17444351315498352,-0.07077052444219589
8.0,0.034104496240615845,0.3215266168117523,0.26350122690200806,0.14223621785640717,0.13326558470726013,-0.22201763093471527,0.06753215193748474,-0.328408420085907,0.013977386988699436,0.09937355667352676,-0.02030973695218563,-0.07132846862077713,-0.006495711859315634,0.13080048561096191,-0.005715474020689726,-0.009848280809819698,0.34002014994621277,-0.022995375096797943,0.05160272493958473,0.0061112153343856335,-0.005107917357236147,0.3080412745475769,-0.07879996299743652,0.20381920039653778,0.19827663898468018,0.028429482132196426,-0.06310930103063583,-0.18891391158103943,-0.02486424893140793,-0.21459147334098816,0.012730145826935768,0.121798574924469
9.0,0.0637819916009903,0.06202131509780884,-0.024675430729985237,-0.08053075522184372,0.14092376828193665,-0.287302702665329,0.00035589843173511326,0.14116306602954865,-0.14838550984859467,-0.05181770399212837,-0.29205068945884705,0.2158481627702713,-0.1619035303592682,-0.018015069887042046,0.15685254335403442,-0.29380977153778076,-0.0917825996875763,0.045781418681144714,0.10570143163204193,0.13360294699668884,-0.08448248356580734,0.14718453586101532,0.17584526538848877,-0.2669070363044739,-0.13487261533737183,0.20752529799938202,-0.0149188581854105,0.04547025263309479,-0.10572732985019684,0.06388098001480103,-0.1555282473564148,-0.0010308601194992661
10.0,0.07206668704748154,-0.2795078754425049,-0.07437257468700409,0.11917343735694885,0.12717998027801514,0.0813823714852333,-0.14618393778800964,0.0831487849354744,0.13859350979328156,0.003620839212089777,-0.07070974260568619,0.06431494653224945,0.09856810420751572,-0.17592792212963104,-0.0016854425193741918,-0.09706561267375946,-0.17644193768501282,0.04819619655609131,0.34333544969558716,0.04364428669214249,-0.1378871202468872,-0.03522229567170143,-0.3507753312587738,-0.13182075321674347,-0.0572054460644722,-0.06533228605985641,-0.30963024497032166,0.07384023070335388,0.09661082923412323,-0.00015492981765419245,-0.1026441678404808,-0.12835724651813507
11.0,0.010886681266129017,0.1219649389386177,-0.17969641089439392,-0.18449027836322784,-0.19542203843593597,-0.04788491502404213,0.25385457277297974,0.037705909460783005,-0.03889365494251251,-0.007484235800802708,-0.2421753853559494,-0.07296359539031982,-0.06905701756477356,0.14932666718959808,0.23721235990524292,-0.08472845703363419,-0.11166077852249146,0.013122538104653358,-0.22015982866287231,0.07051548361778259,0.002802893752232194,0.23152628540992737,-0.10862351208925247,0.16186484694480896,-0.04440953955054283,-0.1742229163646698,0.13818645477294922,0.10657618939876556,0.1727152168750763,0.0855284184217453,-0.26859182119369507,0.1210271567106247
12.0,-0.26428306102752686,-0.0180601067841053,0.09485682100057602,-0.1829773336648941,-0.08480417728424072,0.3402465879917145,-0.041345007717609406,0.11300604790449142,-0.04511889070272446,-0.21717830002307892,-0.1730688065290451,-0.07340844720602036,0.25589752197265625,-0.025146039202809334,0.007186767179518938,0.09108155220746994,-0.06939883530139923,0.22777703404426575,0.12080186605453491,0.07408932596445084,-0.05180611461400986,-0.0616111196577549,-0.17272479832172394,-0.04224162921309471,-0.19381359219551086,-0.010097229853272438,-0.21685552597045898,-0.10564255714416504,-0.05547282099723816,-0.014122532680630684,0.00037458562292158604,0.12039079517126083
13.0,-0.12237537652254105,0.28309905529022217,0.14016492664813995,-0.06018028408288956,0.21513435244560242,0.08761138468980789,0.15238744020462036,0.28616735339164734,0.3197217583656311,0.10975910723209381,-0.3316023051738739,-0.11557020992040634,0.12706604599952698,0.09556541591882706,-0.11905375123023987,-0.11729493737220764,-0.039831314235925674,0.30056503415107727,0.1270470768213272,-0.0364910289645195,0.05613860487937927,-0.31586208939552307,-0.11559920758008957,-0.11068297177553177,0.12664897739887238,-0.10185078531503677,0.13019457459449768,-0.12737928330898285,0.106135793030262,0.030926844105124474,-0.1467478722333908,0.2560723125934601
